Timestamp,Turbine_ID,Timestamp,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg,Hyd_Oil_Temp_Avg,Gear_Oil_Temp_Avg,Gear_Bear_Temp_Avg,Nac_Temp_Avg,Rtr_RPM_Max,Rtr_RPM_Min,Rtr_RPM_Avg,Amb_WindSpeed_Max,Amb_WindSpeed_Min,Amb_WindSpeed_Avg,Amb_WindSpeed_Std,Amb_WindDir_Relative_Avg,Amb_WindDir_Abs_Avg,Amb_Temp_Avg,Prod_LatestAvg_ActPwrGen0,Prod_LatestAvg_ActPwrGen1,Prod_LatestAvg_ActPwrGen2,Prod_LatestAvg_TotActPwr,Prod_LatestAvg_ReactPwrGen0,Prod_LatestAvg_ReactPwrGen1,Prod_LatestAvg_ReactPwrGen2,Prod_LatestAvg_TotReactPwr,HVTrafo_Phase1_Temp_Avg,HVTrafo_Phase2_Temp_Avg,HVTrafo_Phase3_Temp_Avg,Grd_InverterPhase1_Temp_Avg,Cont_Top_Temp_Avg,Cont_Hub_Temp_Avg,Cont_VCP_Temp_Avg,Gen_SlipRing_Temp_Avg,Spin_Temp_Avg,Blds_PitchAngle_Min,Blds_PitchAngle_Max,Blds_PitchAngle_Avg,Blds_PitchAngle_Std,Cont_VCP_ChokcoilTemp_Avg,Grd_RtrInvPhase1_Temp_Avg,Grd_RtrInvPhase2_Temp_Avg,Grd_RtrInvPhase3_Temp_Avg,Cont_VCP_WtrTemp_Avg,Grd_Prod_Pwr_Avg,Grd_Prod_CosPhi_Avg,Grd_Prod_Freq_Avg,Grd_Prod_VoltPhse1_Avg,Grd_Prod_VoltPhse2_Avg,Grd_Prod_VoltPhse3_Avg,Grd_Prod_CurPhse1_Avg,Grd_Prod_CurPhse2_Avg,Grd_Prod_CurPhse3_Avg,Grd_Prod_Pwr_Max,Grd_Prod_Pwr_Min,Grd_Busbar_Temp_Avg,Rtr_RPM_Std,Amb_WindSpeed_Est_Avg,Grd_Prod_Pwr_Std,Grd_Prod_ReactPwr_Avg,Grd_Prod_ReactPwr_Max,Grd_Prod_ReactPwr_Min,Grd_Prod_ReactPwr_Std,Grd_Prod_PsblePwr_Avg,Grd_Prod_PsblePwr_Max,Grd_Prod_PsblePwr_Min,Grd_Prod_PsblePwr_Std,Grd_Prod_PsbleInd_Avg,Grd_Prod_PsbleInd_Max,Grd_Prod_PsbleInd_Min,Grd_Prod_PsbleInd_Std,Grd_Prod_PsbleCap_Avg,Grd_Prod_PsbleCap_Max,Grd_Prod_PsbleCap_Min,Grd_Prod_PsbleCap_Std,Gen_Bear2_Temp_Avg,Nac_Direction_Avg
2016-01-01 01:40:00+00:00,T01,2016-01-01 01:40:00+00:00,1317.8,1211.7,1248.9,12.0,41.0,60,61,60,30,45,49,28,11.6,10.7,11.1,36.4,0.5,4.1,1.3,2.0,223.3,18,-140,11080.0,0,10940.0,-119,-9545,0,-9664,68,77,66,39,40,28,43,26,20,-2.5,5.1,-0.1,1.1,93,39,38,38,39,65.7,0.8,50.0,399.8,398.3,397.5,73.0,95.2,76.6,137.3,-40.2,39,0.1,4.0,46.6,-58.2,21.7,-95.2,33.7,69.3,138.3,0.0,41.0,-336.9,0.0,-677.7,206.1,336.9,677.7,0.0,206.1,38,221.3
2016-01-01 01:50:00+00:00,T01,2016-01-01 01:50:00+00:00,1287.3,1230.2,1251.3,9.7,41.0,60,61,61,30,45,49,28,11.4,10.9,11.1,8.9,0.8,4.3,0.9,-2.3,222.9,18,0,12838.0,0,12838.0,0,-13088,0,-13088,68,77,66,39,40,28,43,26,20,-1.8,0.8,-0.4,0.6,93,39,39,38,39,77.1,0.6,50.0,401.0,399.4,398.7,87.5,114.8,89.0,156.5,10.3,39,0.1,4.2,35.3,-78.4,92.7,-151.3,25.3,76.9,158.5,9.1,35.3,-376.5,-44.7,-776.6,172.9,376.5,776.6,44.7,172.9,38,225.2
2016-01-01 02:00:00+00:00,T01,2016-01-01 02:00:00+00:00,1281.9,1218.7,1251.4,9.7,41.0,61,62,61,30,45,49,28,11.4,10.8,11.1,7.9,0.7,4.3,0.8,-8.1,217.1,18,0,15234.0,0,15234.0,0,-10349,0,-10349,68,77,66,39,40,28,43,26,21,-1.8,0.9,-0.5,0.6,94,38,38,38,38,91.5,0.4,50.0,402.3,400.7,400.0,210.8,225.4,220.9,176.3,-17.8,39,0.1,4.3,36.0,-60.5,406.9,-670.1,269.5,92.3,178.2,0.0,35.5,-452.3,0.0,-873.2,174.0,452.3,873.2,0.0,174.0,38,225.2
2016-01-01 02:10:00+00:00,T01,2016-01-01 02:10:00+00:00,1259.8,1233.8,1248.4,3.6,41.0,61,62,62,30,45,49,28,11.2,10.9,11.1,6.9,0.7,3.8,0.5,5.2,230.7,18,-13,3664.0,0,3651.0,-18,3895,0,3877,68,77,66,38,40,28,43,26,21,-0.6,1.8,0.1,0.3,94,38,38,38,38,21.6,0.4,50.0,402.3,400.6,400.0,71.5,75.9,84.3,78.6,-27.1,39,0.0,3.6,16.5,22.2,329.1,-342.5,102.3,22.7,75.0,0.0,14.7,-109.2,0.0,-365.9,71.9,109.2,365.9,0.0,71.9,38,225.5
2016-01-01 02:20:00+00:00,T01,2016-01-01 02:20:00+00:00,1261.4,197.1,446.1,408.3,41.0,60,61,60,30,44,47,29,11.2,1.8,4.0,9.5,0.5,2.9,0.8,0.1,225.9,18,-1509,0.0,0,-1509.0,-1549,0,0,-1549,68,77,66,39,40,28,43,25,21,0.3,44.2,20.1,9.0,92,37,37,37,39,-9.0,0.7,50.0,401.1,400.7,398.7,10.9,10.2,11.8,-7.4,-28.6,39,3.6,2.9,3.5,-9.3,-7.1,-24.4,3.6,17.4,94.9,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,225.9
2016-01-01 02:30:00+00:00,T01,2016-01-01 02:30:00+00:00,277.0,222.6,248.8,10.5,41.0,57,57,57,30,44,45,29,2.4,2.0,2.2,5.6,0.6,3.1,0.5,-7.6,211.9,18,-1626,0.0,0,-1626.0,-1614,0,0,-1614,68,77,66,38,40,28,43,24,21,24.0,24.1,24.0,0.0,86,36,36,36,38,-9.7,0.7,50.0,400.2,399.2,397.3,11.2,11.0,12.1,-8.9,-28.8,38,0.1,3.1,2.8,-9.7,-8.5,-24.8,3.1,18.7,59.6,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,219.6
2016-01-01 02:40:00+00:00,T01,2016-01-01 02:40:00+00:00,300.9,155.8,222.8,43.9,41.0,53,54,54,30,43,44,29,2.6,0.0,1.9,5.9,0.4,2.6,0.8,1.1,217.5,18,-1604,0.0,0,-1604.0,-1554,0,0,-1554,68,76,65,37,40,28,42,24,20,24.0,24.1,24.0,0.0,81,35,35,35,37,-9.6,0.7,50.0,399.9,399.5,397.6,10.8,10.7,11.8,-9.0,-32.0,37,0.6,2.6,2.8,-9.3,-8.5,-31.9,2.9,11.2,115.1,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,216.4
2016-01-01 02:50:00+00:00,T01,2016-01-01 02:50:00+00:00,247.4,160.1,199.9,25.3,40.0,50,51,51,30,43,43,28,2.2,0.0,1.6,7.9,0.4,2.3,0.7,30.8,237.7,18,-1582,0.0,0,-1582.0,-1494,0,0,-1494,68,76,65,36,39,27,41,23,20,24.0,24.1,24.0,0.0,76,35,34,34,36,-9.5,0.7,50.0,400.6,400.0,398.2,10.5,10.4,11.5,-9.0,-28.7,36,0.6,2.3,2.7,-9.0,-8.4,-26.3,2.0,0.9,27.5,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,206.9
2016-01-01 03:00:00+00:00,T01,2016-01-01 03:00:00+00:00,248.3,147.1,199.7,23.8,39.0,47,48,48,30,43,43,28,2.2,0.0,1.7,5.5,0.4,2.4,0.7,11.8,218.7,18,-1582,0.0,0,-1582.0,-1482,0,0,-1482,68,76,65,35,39,27,41,23,20,24.0,24.1,24.0,0.0,71,34,33,34,35,-9.5,0.7,50.0,399.6,399.0,397.2,10.5,10.4,11.5,-9.0,-28.6,36,0.5,2.4,2.7,-8.9,-8.4,-26.0,2.1,1.7,40.2,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,206.9
2016-01-01 03:10:00+00:00,T01,2016-01-01 03:10:00+00:00,177.9,97.4,140.3,24.3,38.0,45,46,46,30,43,42,27,1.5,0.0,0.2,4.8,0.4,2.1,0.4,40.3,247.2,18,-1548,0.0,0,-1548.0,-1434,0,0,-1434,68,76,65,35,39,27,40,24,20,24.0,24.1,24.0,0.0,67,33,33,33,34,-9.3,0.7,50.0,399.0,398.8,396.9,10.3,10.0,11.3,-8.7,-28.2,35,0.5,2.1,2.3,-8.6,-7.9,-24.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,206.9
2016-01-01 03:20:00+00:00,T01,2016-01-01 03:20:00+00:00,283.2,177.3,231.3,28.8,37.0,43,43,43,30,42,42,27,2.5,1.5,2.0,5.1,0.7,3.0,0.5,15.6,222.6,18,-1620,0.0,0,-1620.0,-1564,0,0,-1564,68,76,65,34,38,27,39,23,20,20.8,24.0,24.0,0.1,63,33,32,33,34,-9.8,0.7,50.0,399.2,399.1,397.2,11.0,10.8,11.9,-9.0,-28.5,34,0.3,3.0,3.0,-9.4,-8.5,-25.4,2.9,13.7,59.2,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,206.9
2016-01-01 03:30:00+00:00,T01,2016-01-01 03:30:00+00:00,248.9,128.9,166.1,27.0,36.0,41,41,41,30,42,41,27,2.2,0.0,0.6,7.9,0.4,2.3,0.7,-46.5,170.6,18,-1590,0.0,0,-1590.0,-1490,0,0,-1490,68,76,65,34,38,27,39,23,20,23.9,24.0,24.0,0.0,60,32,32,32,33,-9.5,0.7,50.0,399.9,399.3,397.6,10.5,10.4,11.5,-9.0,-28.8,34,0.8,2.3,2.7,-8.9,-8.5,-24.3,2.0,1.4,31.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,217.1
2016-01-01 03:40:00+00:00,T01,2016-01-01 03:40:00+00:00,316.6,171.0,237.0,37.0,35.0,39,39,39,30,42,41,27,2.8,1.5,2.1,5.3,0.6,2.9,0.7,-39.3,177.7,18,-1671,0.0,0,-1671.0,-1721,0,0,-1721,68,76,65,33,37,27,38,23,20,24.0,24.0,24.0,0.0,57,32,31,32,33,-10.0,0.7,50.0,399.3,398.6,397.0,11.9,11.5,12.7,-9.0,-28.7,33,0.3,2.9,2.8,-10.3,-8.3,-25.5,3.8,16.5,76.3,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,217.1
2016-01-01 03:50:00+00:00,T01,2016-01-01 03:50:00+00:00,223.9,169.1,196.2,13.5,34.0,37,38,38,29,42,41,26,2.0,1.5,1.7,4.9,0.4,2.2,0.6,38.4,229.6,18,-1588,0.0,0,-1588.0,-1474,0,0,-1474,68,76,65,33,37,27,38,22,20,20.9,24.0,24.0,0.1,54,32,31,31,32,-9.5,0.7,50.0,398.8,397.9,396.5,10.5,10.4,11.6,-9.0,-28.7,33,0.1,2.2,2.7,-8.8,-8.3,-26.5,2.0,0.9,34.2,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,191.2
2016-01-01 04:00:00+00:00,T01,2016-01-01 04:00:00+00:00,234.4,162.1,192.0,16.0,33.0,36,36,36,29,42,40,26,2.1,0.0,1.7,4.2,0.6,2.3,0.6,30.0,221.2,18,-1588,0.0,0,-1588.0,-1473,0,0,-1473,68,76,65,32,36,27,37,22,20,23.9,24.0,24.0,0.0,51,31,31,31,32,-9.5,0.7,50.0,398.6,398.0,396.6,10.5,10.4,11.6,-9.0,-28.7,32,0.3,2.3,2.6,-8.8,-8.3,-27.0,2.0,0.2,20.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,191.2
2016-01-01 04:10:00+00:00,T01,2016-01-01 04:10:00+00:00,217.8,143.1,178.0,20.3,32.0,35,35,35,29,42,40,26,1.9,0.0,1.1,5.5,0.4,2.1,0.6,-3.8,187.4,18,-1553,0.0,0,-1553.0,-1420,0,0,-1420,68,75,65,32,36,26,37,22,20,23.9,24.0,24.0,0.0,49,31,30,31,31,-9.3,0.7,50.0,397.8,397.1,395.7,10.2,10.1,11.3,-6.1,-28.8,32,0.8,2.1,2.4,-8.5,-2.4,-23.1,2.0,0.3,33.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,191.2
2016-01-01 04:20:00+00:00,T01,2016-01-01 04:20:00+00:00,169.4,123.0,150.4,11.5,31.0,34,35,35,29,41,40,26,1.5,0.0,0.0,4.8,0.5,1.9,0.5,51.7,242.9,18,-1096,0.0,0,-1096.0,-474,0,0,-474,67,75,65,32,35,26,36,22,20,21.1,24.0,24.0,0.1,47,31,30,30,31,-6.6,0.9,50.0,399.7,399.0,397.6,5.5,5.4,7.4,-6.0,-25.9,31,0.2,1.9,2.8,-2.8,-2.4,-19.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,191.2
2016-01-01 04:30:00+00:00,T01,2016-01-01 04:30:00+00:00,148.3,101.5,123.6,11.2,31.0,34,34,34,29,41,40,26,0.0,0.0,0.0,3.9,0.4,1.8,0.5,18.8,210.0,18,-1096,0.0,0,-1096.0,-495,0,0,-495,67,75,65,32,35,26,36,21,20,24.0,24.0,24.0,0.0,45,31,30,30,31,-6.5,0.9,50.0,402.7,402.2,400.5,5.4,5.4,7.3,-6.1,-25.9,31,0.0,1.8,2.6,-2.9,-2.5,-17.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,191.2
2016-01-01 04:40:00+00:00,T01,2016-01-01 04:40:00+00:00,196.7,128.4,156.7,15.2,30.0,34,34,34,29,41,39,26,1.7,0.0,0.5,4.0,0.4,2.1,0.4,-5.5,185.7,18,-1093,0.0,0,-1093.0,-489,0,0,-489,67,75,64,32,35,26,36,21,20,24.0,24.0,24.0,0.0,43,30,30,30,31,-6.6,0.9,50.0,402.8,402.7,400.7,5.4,5.4,7.3,-6.1,-26.1,31,0.7,2.1,2.7,-2.9,-2.6,-20.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,191.2
2016-01-01 04:50:00+00:00,T01,2016-01-01 04:50:00+00:00,240.0,177.7,204.0,15.8,30.0,34,34,34,29,41,39,26,2.1,1.6,1.8,4.7,0.6,2.6,0.5,0.1,191.2,18,-1154,0.0,0,-1154.0,-639,0,0,-639,67,75,64,31,35,26,35,21,20,21.2,24.0,24.0,0.1,42,30,30,30,31,-6.9,0.9,50.0,402.5,402.2,400.3,6.2,6.1,7.9,-6.1,-27.4,30,0.1,2.6,3.1,-3.9,-2.5,-29.6,3.6,3.3,39.2,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,191.1
2016-01-01 05:00:00+00:00,T01,2016-01-01 05:00:00+00:00,228.2,132.0,184.4,28.4,30.0,33,34,33,29,41,39,26,2.0,0.0,1.2,5.7,0.5,2.2,0.5,-9.3,160.4,18,-1092,0.0,0,-1092.0,-489,0,0,-489,67,75,64,31,34,26,35,21,20,23.9,24.0,24.0,0.0,41,30,30,30,30,-6.6,0.9,50.0,402.6,402.6,400.5,5.4,5.4,7.1,-6.1,-25.8,30,0.8,2.2,2.7,-2.9,-2.6,-20.6,2.1,0.1,21.3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,169.8
2016-01-01 05:10:00+00:00,T01,2016-01-01 05:10:00+00:00,149.4,80.4,108.3,18.4,30.0,33,33,33,29,41,39,26,0.0,0.0,0.0,3.3,0.5,1.6,0.3,-14.7,155.1,18,-1051,0.0,0,-1051.0,-425,0,0,-425,67,75,64,31,34,26,35,21,19,24.0,24.0,24.0,0.0,39,30,30,30,30,-6.3,0.9,50.0,402.0,401.9,399.7,5.0,5.3,6.5,-5.8,-25.9,30,0.0,1.6,2.3,-2.5,-1.9,-18.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,169.8
2016-01-01 05:20:00+00:00,T01,2016-01-01 05:20:00+00:00,140.4,45.9,102.2,21.5,29.0,33,33,33,28,41,39,25,0.0,0.0,0.0,4.4,0.4,1.5,0.5,15.1,184.9,18,-1048,0.0,0,-1048.0,-384,0,0,-384,67,74,64,31,34,26,35,20,19,21.5,24.0,24.0,0.1,38,30,29,30,30,-6.3,0.9,50.0,401.7,401.6,399.0,4.8,5.4,6.5,-5.8,-25.7,30,0.0,1.5,2.8,-2.3,-1.9,-19.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,169.8
2016-01-01 05:30:00+00:00,T01,2016-01-01 05:30:00+00:00,55.3,11.9,29.1,13.7,29.0,33,33,33,28,40,38,26,0.0,0.0,0.0,3.5,0.4,1.1,0.4,116.1,285.9,18,-737,0.0,0,-737.0,-173,0,0,-173,66,74,64,31,33,26,35,20,19,23.9,24.1,24.0,0.0,37,30,29,30,30,-4.4,1.0,50.0,401.8,401.7,399.5,2.8,3.8,4.7,-3.6,-25.4,30,0.0,1.1,2.7,-1.0,-0.5,-19.3,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,169.8
2016-01-01 05:40:00+00:00,T01,2016-01-01 05:40:00+00:00,78.6,29.7,56.3,16.6,29.0,33,33,33,28,40,38,26,0.0,0.0,0.0,6.7,0.4,1.4,0.5,8.8,178.6,18,-744,0.0,0,-744.0,-139,0,0,-139,66,74,64,31,33,26,35,21,19,23.9,24.1,24.0,0.0,37,30,29,30,30,-4.5,1.0,50.0,402.0,402.0,399.9,3.1,4.1,4.5,-3.6,-23.6,29,0.0,1.4,2.8,-0.9,-0.4,-17.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,169.8
