Timestamp,Turbine_ID,Timestamp,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg,Hyd_Oil_Temp_Avg,Gear_Oil_Temp_Avg,Gear_Bear_Temp_Avg,Nac_Temp_Avg,Rtr_RPM_Max,Rtr_RPM_Min,Rtr_RPM_Avg,Amb_WindSpeed_Max,Amb_WindSpeed_Min,Amb_WindSpeed_Avg,Amb_WindSpeed_Std,Amb_WindDir_Relative_Avg,Amb_WindDir_Abs_Avg,Amb_Temp_Avg,Prod_LatestAvg_ActPwrGen0,Prod_LatestAvg_ActPwrGen1,Prod_LatestAvg_ActPwrGen2,Prod_LatestAvg_TotActPwr,Prod_LatestAvg_ReactPwrGen0,Prod_LatestAvg_ReactPwrGen1,Prod_LatestAvg_ReactPwrGen2,Prod_LatestAvg_TotReactPwr,HVTrafo_Phase1_Temp_Avg,HVTrafo_Phase2_Temp_Avg,HVTrafo_Phase3_Temp_Avg,Grd_InverterPhase1_Temp_Avg,Cont_Top_Temp_Avg,Cont_Hub_Temp_Avg,Cont_VCP_Temp_Avg,Gen_SlipRing_Temp_Avg,Spin_Temp_Avg,Blds_PitchAngle_Min,Blds_PitchAngle_Max,Blds_PitchAngle_Avg,Blds_PitchAngle_Std,Cont_VCP_ChokcoilTemp_Avg,Grd_RtrInvPhase1_Temp_Avg,Grd_RtrInvPhase2_Temp_Avg,Grd_RtrInvPhase3_Temp_Avg,Cont_VCP_WtrTemp_Avg,Grd_Prod_Pwr_Avg,Grd_Prod_CosPhi_Avg,Grd_Prod_Freq_Avg,Grd_Prod_VoltPhse1_Avg,Grd_Prod_VoltPhse2_Avg,Grd_Prod_VoltPhse3_Avg,Grd_Prod_CurPhse1_Avg,Grd_Prod_CurPhse2_Avg,Grd_Prod_CurPhse3_Avg,Grd_Prod_Pwr_Max,Grd_Prod_Pwr_Min,Grd_Busbar_Temp_Avg,Rtr_RPM_Std,Amb_WindSpeed_Est_Avg,Grd_Prod_Pwr_Std,Grd_Prod_ReactPwr_Avg,Grd_Prod_ReactPwr_Max,Grd_Prod_ReactPwr_Min,Grd_Prod_ReactPwr_Std,Grd_Prod_PsblePwr_Avg,Grd_Prod_PsblePwr_Max,Grd_Prod_PsblePwr_Min,Grd_Prod_PsblePwr_Std,Grd_Prod_PsbleInd_Avg,Grd_Prod_PsbleInd_Max,Grd_Prod_PsbleInd_Min,Grd_Prod_PsbleInd_Std,Grd_Prod_PsbleCap_Avg,Grd_Prod_PsbleCap_Max,Grd_Prod_PsbleCap_Min,Grd_Prod_PsbleCap_Std,Gen_Bear2_Temp_Avg,Nac_Direction_Avg
2016-03-31 20:50:00+00:00,T11,2016-03-31 20:50:00+00:00,1568.2,1247.6,1372.6,77.2,69.0,86,88,87,40,51,61,29,13.9,11.1,12.2,10.8,2.8,6.2,1.0,-3.4,306.6,17,0,72101.0,0,72101.0,0,-19975,0,-19975,58,68,62,40,43,30,42,33,21,-2.3,-1.1,-1.8,0.3,98,39,41,40,38,431.4,1.0,50.0,400.1,397.8,398.1,356.9,391.7,371.1,839.7,259.9,40,0.7,6.3,117.2,-119.7,-104.4,-147.2,9.9,429.2,843.3,252.5,116.5,-1000.0,-1000.0,-1000.0,0.0,1000.0,1000.0,1000.0,0.0,55,310.0
2016-03-31 21:00:00+00:00,T11,2016-03-31 21:00:00+00:00,1452.9,1239.7,1314.9,59.1,65.0,81,83,83,39,51,59,28,12.9,11.0,11.6,9.6,1.6,5.6,1.1,-14.5,316.5,17,0,46742.0,0,46742.0,0,-18073,0,-18073,58,65,61,40,43,30,41,30,20,-2.4,0.3,-1.5,0.6,96,39,40,40,39,281.0,0.9,50.0,397.9,395.5,395.6,239.3,272.6,251.9,525.2,77.4,38,0.5,5.6,112.4,-108.5,-92.8,-120.0,6.9,281.1,535.9,77.0,112.4,-915.0,-377.2,-1000.0,164.6,915.0,1000.0,377.2,164.6,53,331.0
2016-03-31 21:10:00+00:00,T11,2016-03-31 21:10:00+00:00,1632.3,1286.2,1473.4,79.6,63.0,78,80,79,38,53,59,27,14.4,11.4,13.0,13.4,1.3,6.9,1.2,-23.1,289.3,17,0,96417.0,0,96417.0,0,-18500,0,-18500,60,66,62,39,42,29,42,29,20,-2.4,-1.1,-2.0,0.2,95,40,41,41,38,576.7,1.0,50.0,397.5,395.4,395.2,471.1,510.8,497.1,847.9,317.9,39,0.7,7.0,107.3,-110.8,-98.3,-123.3,7.0,577.5,859.3,310.0,107.8,-1000.0,-1000.0,-1000.0,0.0,1000.0,1000.0,1000.0,0.0,51,312.4
2016-03-31 21:20:00+00:00,T11,2016-03-31 21:20:00+00:00,1479.5,1238.2,1303.6,46.3,61.0,75,77,77,38,52,59,27,13.1,11.0,11.5,12.9,0.8,5.4,1.1,-3.4,309.0,16,0,48426.0,0,48426.0,0,-17022,0,-17022,60,66,63,40,42,29,42,28,19,-2.2,0.0,-1.4,0.4,94,39,40,40,38,289.9,0.9,50.0,398.1,395.9,395.3,237.6,277.3,261.1,570.1,92.8,39,0.4,5.6,91.0,-102.1,-87.8,-116.1,5.8,289.1,577.7,92.4,90.9,-952.8,-452.5,-1000.0,111.8,952.8,1000.0,452.5,111.8,49,312.4
2016-03-31 21:30:00+00:00,T11,2016-03-31 21:30:00+00:00,1269.8,1231.8,1250.3,7.3,57.0,72,73,73,37,51,56,27,11.3,10.9,11.1,9.1,0.8,4.2,0.8,-14.8,297.6,16,0,15487.0,0,15487.0,0,-14306,0,-14306,59,65,62,39,42,28,42,27,19,-1.3,1.9,-0.4,0.4,93,39,40,40,39,92.4,0.7,50.0,398.2,395.8,395.0,94.1,130.8,103.2,195.8,31.9,39,0.1,4.3,35.2,-85.8,-75.4,-100.1,5.7,92.1,197.6,29.7,35.1,-450.9,-145.4,-968.0,171.8,450.9,968.0,145.4,171.8,48,312.4
2016-03-31 21:40:00+00:00,T11,2016-03-31 21:40:00+00:00,1268.8,180.9,1130.8,312.9,53.0,69,71,70,36,50,54,27,11.2,1.7,10.0,6.1,0.6,3.4,0.7,-0.2,320.3,16,-1331,2523.0,0,1192.0,-891,-3319,0,-4211,58,64,60,38,41,28,42,26,19,-0.1,56.1,4.9,10.4,93,38,39,39,38,6.9,0.5,50.0,400.0,398.1,396.7,51.9,60.9,53.8,50.7,-41.0,39,2.7,3.4,25.7,-25.3,184.9,-182.6,67.2,20.8,65.8,0.0,16.1,-75.7,0.0,-250.7,79.0,75.7,250.7,0.0,79.0,46,320.5
2016-03-31 21:50:00+00:00,T11,2016-03-31 21:50:00+00:00,1369.5,319.4,1207.2,184.9,50.0,65,67,67,36,49,52,26,12.1,2.8,10.7,8.4,1.4,3.9,0.8,-5.0,323.2,16,-465,7763.0,0,7297.0,-19,-5429,0,-5448,57,63,59,39,41,27,42,26,19,-2.4,24.0,0.5,3.6,90,39,40,40,39,44.2,0.6,50.0,400.7,398.5,397.3,96.5,108.8,105.8,243.9,-44.1,38,1.7,3.9,60.8,-32.6,317.8,-521.0,154.5,56.0,249.4,0.0,56.6,-234.7,0.0,-1000.0,278.2,234.7,1000.0,0.0,278.2,45,328.2
2016-03-31 22:00:00+00:00,T11,2016-03-31 22:00:00+00:00,1297.6,1216.3,1256.2,13.8,48.0,64,65,65,35,49,53,24,11.5,10.8,11.1,8.3,0.7,4.3,1.0,-21.5,316.1,16,0,18907.0,0,18907.0,0,-15370,0,-15370,56,62,58,39,41,27,42,26,19,-2.2,1.0,-0.5,0.7,90,39,40,40,38,113.7,0.6,50.0,400.0,397.4,396.5,159.1,189.7,173.2,260.6,6.0,38,0.1,4.5,54.7,-91.6,268.3,-552.9,173.2,113.9,266.3,5.5,54.7,-549.4,-26.8,-1000.0,250.3,549.4,1000.0,26.8,250.3,44,337.7
2016-03-31 22:10:00+00:00,T11,2016-03-31 22:10:00+00:00,1326.9,1218.2,1259.9,21.2,47.0,62,64,64,35,49,53,24,11.8,10.8,11.2,14.1,0.8,4.2,1.2,0.3,344.7,16,0,19496.0,0,19496.0,0,-14247,0,-14247,55,61,56,39,41,27,41,26,19,-2.2,1.0,-0.4,0.8,90,38,40,39,38,116.7,0.7,50.0,399.3,397.1,396.2,111.5,148.1,121.8,296.8,-25.8,38,0.2,4.5,63.9,-85.3,0.1,-115.0,21.4,116.9,301.1,0.0,63.1,-555.1,0.0,-1000.0,273.9,555.1,1000.0,0.0,273.9,43,344.3
2016-03-31 22:20:00+00:00,T11,2016-03-31 22:20:00+00:00,1340.3,1220.0,1256.8,17.5,45.0,61,62,62,34,48,53,24,11.9,10.8,11.1,14.2,0.6,4.2,1.1,17.8,3.6,16,0,19533.0,0,19533.0,0,-14089,0,-14089,54,60,55,39,40,26,41,25,18,-2.2,2.9,-0.3,0.7,89,39,40,40,38,117.5,0.8,50.0,398.4,395.9,395.2,110.2,147.4,120.4,264.1,2.6,38,0.1,4.5,54.5,-84.6,-5.6,-110.0,13.5,117.7,272.8,0.0,54.8,-571.7,0.0,-1000.0,259.1,571.7,1000.0,0.0,259.1,42,345.7
2016-03-31 22:30:00+00:00,T11,2016-03-31 22:30:00+00:00,1460.9,1215.3,1286.5,43.1,45.0,60,61,61,34,48,54,24,12.9,10.7,11.4,12.2,0.5,5.1,1.2,35.1,14.8,16,0,38086.0,0,38086.0,0,-13617,0,-13617,53,59,55,40,40,26,41,25,18,-2.3,1.0,-1.1,0.8,89,39,40,40,38,228.6,0.9,50.0,396.2,393.4,392.7,183.7,228.1,209.9,451.2,11.2,38,0.4,5.3,86.6,-81.7,-33.7,-92.1,9.4,228.8,457.6,10.0,87.0,-894.7,-48.8,-1000.0,189.0,894.7,1000.0,48.8,189.0,42,339.8
2016-03-31 22:40:00+00:00,T11,2016-03-31 22:40:00+00:00,1323.8,1222.3,1259.9,17.8,44.0,59,60,60,33,48,54,24,11.8,10.8,11.2,14.6,1.2,4.5,1.0,18.2,358.0,16,0,25849.0,0,25849.0,0,-13785,0,-13785,52,58,54,39,40,26,41,25,18,-2.2,0.8,-0.7,0.6,89,39,40,40,38,155.0,0.9,50.0,396.9,394.3,393.0,126.6,174.2,152.3,271.2,37.0,37,0.2,4.8,53.4,-82.6,-28.7,-109.1,9.8,154.8,278.3,34.6,53.6,-736.6,-169.3,-1000.0,232.9,736.6,1000.0,169.3,232.9,41,339.8
2016-03-31 22:50:00+00:00,T11,2016-03-31 22:50:00+00:00,1279.7,1228.2,1253.0,9.2,43.0,58,60,59,33,48,53,23,11.4,10.9,11.1,10.7,0.8,4.0,1.0,-8.9,330.8,16,0,13517.0,0,13517.0,0,-7225,0,-7225,52,57,53,39,40,26,41,25,18,-1.8,1.2,-0.2,0.7,89,39,40,40,39,81.0,0.6,50.0,398.9,396.2,395.5,116.0,140.0,128.4,251.2,-13.8,37,0.1,4.2,62.0,-42.0,437.6,-456.5,128.8,81.1,253.6,0.0,62.1,-393.1,0.0,-1000.0,294.4,393.1,1000.0,0.0,294.4,41,339.7
2016-03-31 23:00:00+00:00,T11,2016-03-31 23:00:00+00:00,1292.7,1241.0,1260.3,10.9,43.0,58,59,59,33,48,53,23,11.5,11.0,11.2,8.1,1.5,4.7,0.9,-11.6,312.7,15,0,27918.0,0,27918.0,0,-14276,0,-14276,51,57,52,40,39,26,41,24,18,-1.8,0.6,-0.8,0.6,89,39,40,40,38,168.3,0.8,50.0,396.8,393.9,393.4,148.1,187.2,164.7,283.3,10.5,37,0.1,4.9,68.5,-86.6,148.0,-189.8,35.0,168.7,284.1,9.2,68.3,-760.4,-45.1,-1000.0,262.5,760.4,1000.0,45.1,262.5,40,324.3
2016-03-31 23:10:00+00:00,T11,2016-03-31 23:10:00+00:00,1604.5,1252.2,1420.5,90.6,42.0,57,58,58,33,48,55,23,14.2,11.1,12.6,12.0,1.7,6.5,1.2,12.9,335.1,15,0,85708.0,0,85708.0,0,-16835,0,-16835,51,56,52,39,39,26,41,25,18,-2.4,-0.5,-1.9,0.4,89,40,41,41,38,515.0,1.0,50.0,398.1,395.6,395.3,416.7,461.2,445.0,851.5,204.9,37,0.8,6.7,146.5,-101.1,-88.8,-115.0,5.4,515.3,860.5,201.2,146.5,-1000.0,-985.9,-1000.0,0.4,1000.0,1000.0,985.9,0.4,39,322.3
2016-03-31 23:20:00+00:00,T11,2016-03-31 23:20:00+00:00,1538.0,1249.0,1358.5,54.4,43.0,57,59,58,32,49,56,23,13.7,11.1,12.0,16.5,2.3,6.2,0.9,10.5,341.9,15,0,63258.0,0,63258.0,0,-15069,0,-15069,51,57,52,40,39,25,41,25,17,-2.6,0.3,-1.9,0.3,89,39,40,40,38,379.2,1.0,50.0,399.9,397.2,397.0,302.7,345.5,328.7,570.8,210.3,37,0.5,6.1,75.9,-90.4,-80.6,-100.0,5.0,378.7,584.4,208.2,76.0,-1000.0,-1000.0,-1000.0,0.0,1000.0,1000.0,1000.0,0.0,40,331.4
2016-03-31 23:30:00+00:00,T11,2016-03-31 23:30:00+00:00,1555.2,1232.0,1322.3,68.4,42.0,57,58,58,32,49,56,23,13.8,10.9,11.7,10.2,1.9,5.7,1.1,0.8,332.2,15,0,51040.0,0,51040.0,0,-14326,0,-14326,51,56,52,40,39,25,41,25,17,-2.4,0.1,-1.5,0.5,89,39,40,40,38,306.2,1.0,50.0,400.7,398.1,397.7,243.1,285.8,267.7,539.3,117.2,37,0.6,5.7,89.0,-86.0,-67.9,-97.1,6.6,306.4,558.5,114.9,89.8,-982.7,-562.6,-1000.0,66.6,982.7,1000.0,562.6,66.6,39,331.4
2016-03-31 23:40:00+00:00,T11,2016-03-31 23:40:00+00:00,1311.9,1235.0,1264.4,14.7,42.0,56,57,57,31,48,55,23,11.6,10.9,11.2,8.3,1.2,5.0,0.9,-8.1,323.3,15,0,30823.0,0,30823.0,0,-18001,0,-18001,50,56,51,39,39,25,41,24,17,-2.1,0.3,-1.1,0.4,89,39,40,40,38,184.1,0.8,50.0,401.0,398.2,397.8,163.6,202.5,175.0,344.3,111.5,37,0.1,5.0,46.9,-108.2,-8.7,-157.7,19.4,183.9,348.5,106.7,46.4,-845.1,-522.6,-1000.0,138.1,845.1,1000.0,522.6,138.1,39,331.4
2016-03-31 23:50:00+00:00,T11,2016-03-31 23:50:00+00:00,1298.5,1231.2,1257.5,13.8,41.0,56,57,57,31,48,54,22,11.5,10.9,11.1,9.1,1.4,4.6,0.9,9.8,341.2,14,0,23536.0,0,23536.0,0,-14126,0,-14126,49,55,50,39,38,25,40,24,17,-1.9,1.1,-0.8,0.5,89,39,40,40,38,141.0,0.8,50.0,400.0,397.1,397.0,125.8,162.1,134.1,260.5,13.1,37,0.1,4.7,43.6,-84.7,-18.8,-157.7,19.3,140.5,265.1,12.0,44.0,-682.5,-58.7,-1000.0,204.0,682.5,1000.0,58.7,204.0,38,331.4
2016-04-01 00:00:00+00:00,T11,2016-04-01 00:00:00+00:00,1358.9,1235.0,1264.2,17.5,41.0,55,56,56,31,47,53,22,12.0,10.9,11.2,11.3,1.5,4.9,0.9,-18.5,319.8,14,0,23052.0,0,23052.0,0,-13433,0,-13433,49,54,50,39,38,25,40,24,17,-2.2,0.7,-1.0,0.5,89,39,40,40,38,138.5,0.8,50.0,396.7,394.0,393.9,123.7,156.8,130.4,256.0,34.3,37,0.2,4.7,43.4,-80.4,-31.9,-93.0,8.2,138.8,258.8,33.6,43.6,-673.2,-164.7,-1000.0,200.2,673.2,1000.0,164.7,200.2,38,338.4
2016-04-01 00:10:00+00:00,T11,2016-04-01 00:10:00+00:00,1374.5,1252.7,1300.4,25.6,41.0,55,56,56,30,48,54,22,12.2,11.1,11.5,16.5,1.5,5.6,1.0,-6.1,332.3,14,0,40618.0,0,40618.0,0,-15518,0,-15518,48,54,49,40,38,25,40,24,17,-2.2,-0.1,-1.5,0.4,89,39,40,40,38,243.3,0.9,50.0,397.4,394.8,394.4,198.8,239.6,218.3,334.4,142.9,36,0.2,5.4,40.0,-92.9,-82.7,-114.1,5.6,242.7,345.6,139.8,40.4,-981.4,-684.9,-1000.0,55.5,981.4,1000.0,684.9,55.5,38,338.4
2016-04-01 00:20:00+00:00,T11,2016-04-01 00:20:00+00:00,1377.7,1257.9,1300.3,22.7,40.0,55,56,55,30,48,54,22,12.2,11.1,11.5,9.6,0.5,5.7,0.8,0.4,338.7,14,0,50220.0,0,50220.0,0,-15737,0,-15737,48,54,49,40,38,24,40,24,17,-2.7,-0.2,-1.7,0.3,89,39,40,40,38,301.8,1.0,50.0,398.7,396.2,396.1,244.9,284.2,263.7,443.2,234.0,36,0.2,5.7,30.9,-94.4,-85.4,-102.6,3.7,301.9,447.6,227.6,31.2,-1000.0,-1000.0,-1000.0,0.0,1000.0,1000.0,1000.0,0.0,37,338.3
2016-04-01 00:30:00+00:00,T11,2016-04-01 00:30:00+00:00,1365.6,1254.5,1299.3,22.6,40.0,54,56,55,30,48,55,22,12.1,11.1,11.5,8.8,2.4,5.7,0.8,7.2,338.6,14,0,53914.0,0,53914.0,0,-16259,0,-16259,48,53,49,40,38,24,40,24,17,-2.2,-1.0,-1.7,0.2,89,39,40,40,38,323.6,1.0,50.0,396.6,394.0,394.3,267.3,303.0,281.3,440.2,231.2,36,0.2,5.9,39.9,-97.6,-91.3,-105.5,2.8,322.9,444.9,228.8,40.1,-1000.0,-1000.0,-1000.0,0.0,1000.0,1000.0,1000.0,0.0,37,331.4
2016-04-01 00:40:00+00:00,T11,2016-04-01 00:40:00+00:00,1401.2,1250.9,1302.4,31.3,40.0,54,55,55,30,48,55,22,12.4,11.1,11.5,9.1,2.0,5.7,0.9,-7.6,323.8,14,0,48226.0,0,48226.0,0,-15246,0,-15246,48,53,49,40,38,24,40,24,16,-2.2,-1.0,-1.7,0.3,89,39,40,40,38,289.2,1.0,50.0,398.9,396.7,396.9,238.5,271.0,249.9,392.4,192.3,36,0.3,5.7,40.0,-91.5,-88.0,-95.8,2.0,289.2,398.3,187.6,40.4,-999.3,-919.0,-1000.0,5.4,999.3,1000.0,919.0,5.4,37,331.4
